batiment_groupe_id;geom_groupe
bdnb-bg-S34V-FCPP-GTL9;MULTIPOLYGON (((560051.4 6492566.1,560055.7 6492555.0,560078.8 6492563.8,560074.4 6492575.1,560051.4 6492566.1)))
bdnb-bg-S3PE-SKL9-RVKF;MULTIPOLYGON (((564086.7 6527923.8,564092.0 6527915.9,564091.6 6527913.9,564080.4 6527907.2,564078.9 6527909.6,564074.6 6527916.5,564076.2 6527917.5,564078.4 6527913.6,564081.3 6527915.0,564079.9 6527917.3,564079.4 6527917.9,564078.6 6527917.4,564077.9 6527918.5,564086.7 6527923.8)))
bdnb-bg-SA5N-JDE1-Y8VG;MULTIPOLYGON (((542310.5 6520896.0,542309.6 6520881.9,542285.2 6520883.9,542286.2 6520897.9,542310.5 6520896.0)),((542313.7 6520865.9,542310.5 6520845.3,542300.2 6520846.8,542303.5 6520867.2,542313.7 6520865.9)))
bdnb-bg-SHZG-DS1F-2V1Y;MULTIPOLYGON (((566855.6 6529860.2,566873.8 6529845.2,566860.6 6529829.0,566842.0 6529844.1,566855.6 6529860.2)))
bdnb-bg-SXAF-929N-66MB;MULTIPOLYGON (((564561.1 6531890.7,564565.9 6531884.2,564575.3 6531890.9,564570.9 6531896.6,564570.2 6531897.5,564561.1 6531890.7)))
bdnb-bg-T49Y-NL2J-FREA;MULTIPOLYGON (((570473.2 6524968.7,570475.4 6524978.0,570461.8 6524981.2,570459.6 6524971.8,570464.8 6524970.5,570464.5 6524969.4,570467.4 6524968.7,570467.6 6524970.0,570473.2 6524968.7)))
bdnb-bg-T96Q-CMM3-CNND;MULTIPOLYGON (((537464.5 6504975.4,537464.9 6504968.0,537459.6 6504967.6,537459.0 6504975.2,537464.5 6504975.4)),((537459.8 6504966.2,537465.0 6504966.6,537470.4 6504967.0,537477.1 6504967.5,537477.7 6504957.6,537471.1 6504957.3,537465.6 6504957.1,537460.5 6504956.9,537459.8 6504966.2)),((537483.1 6504959.0,537477.7 6504958.0,537477.2 6504966.7,537482.2 6504967.3,537483.1 6504959.0)))
bdnb-bg-TFBB-CP41-5V9B;MULTIPOLYGON (((579529.698239814 6534020.49783811,579531.248037836 6534017.81350919,579534.347633881 6534017.81350919,579535.897431904 6534020.49783811,579534.347633881 6534023.18216702,579531.248037836 6534023.18216702,579529.698239814 6534020.49783811)))
bdnb-bg-UD91-TM6L-YX5Z;MULTIPOLYGON (((557669.6 6519516.1,557664.3 6519517.0,557665.7 6519525.3,557681.2 6519522.3,557679.394722382 6519512.28362096,557670.980723741 6519513.73304502,557669.6 6519516.1)))
bdnb-bg-UKBC-1NS8-X6TN;MULTIPOLYGON (((576077.1 6534229.2,576086.3 6534223.3,576076.7 6534207.0,576067.6 6534213.4,576077.1 6534229.2)),((576064.6 6534220.1,576060.4 6534223.6,576065.8 6534231.1,576070.3 6534227.7,576064.6 6534220.1)),((576401.7 6534642.2,576404.6 6534639.6,576396.5 6534630.0,576393.4 6534632.8,576401.7 6534642.2)),((576417.3 6534665.0,576412.9 6534669.1,576412.2 6534668.4,576408.1 6534672.1,576408.8 6534673.0,576401.3 6534679.7,576405.5 6534684.3,576412.7 6534677.7,576416.2 6534674.4,576424.0 6534667.1,576448.9 6534694.4,576452.4 6534691.0,576408.1 6534641.7,576404.5 6534644.7,576419.5 6534662.2,576417.0 6534664.3,576417.3 6534665.0)),((576451.9 6534697.3,576460.1 6534706.8,576463.0 6534704.2,576454.9 6534694.5,576451.9 6534697.3)))
bdnb-bg-VDLK-ZRKW-PMFX;MULTIPOLYGON (((565243.7 6527189.3,565249.2 6527199.4,565236.2 6527206.8,565230.2 6527196.3,565243.3 6527188.6,565243.7 6527189.3)))
bdnb-bg-VJH4-YQRQ-JEBN;MULTIPOLYGON (((537950.7 6534744.1,537954.8 6534747.7,537953.1 6534749.7,537974.6 6534768.3,537989.1 6534781.4,537991.4 6534779.3,538004.4 6534791.1,538008.5 6534786.7,538038.6 6534813.9,538045.0 6534806.6,538015.3 6534779.5,538014.5 6534780.2,538010.6 6534776.6,538011.4 6534775.7,538001.8 6534767.3,537999.3 6534765.2,537998.8 6534765.8,537995.4 6534762.8,537996.0 6534762.2,537992.7 6534759.3,537990.1 6534762.2,537991.2 6534763.2,537989.9 6534764.4,537987.3 6534765.2,537985.6 6534767.1,537979.9 6534762.4,537954.3 6534739.7,537950.7 6534744.1)),((537997.5 6534802.7,537997.5 6534799.9,537998.4 6534800.0,537995.3 6534797.2,537994.8 6534797.7,537992.2 6534797.8,537991.7 6534797.4,537987.3 6534802.1,537988.3 6534803.0,537987.2 6534804.3,537983.8 6534801.2,537983.3 6534801.7,537980.6 6534801.7,537980.4 6534801.0,537977.6 6534803.9,537978.3 6534804.6,537978.3 6534807.1,537977.8 6534807.6,537980.8 6534810.4,537980.8 6534809.5,537983.5 6534809.5,537983.5 6534810.4,537984.9 6534811.6,537984.9 6534814.3,537986.8 6534815.9,537989.8 6534815.8,537993.3 6534812.1,537994.6 6534813.3,537993.2 6534814.9,538001.4 6534822.1,538002.7 6534820.8,538030.4 6534846.3,538029.1 6534847.6,538036.1 6534854.2,538037.3 6534852.8,538038.9 6534854.2,538045.3 6534847.2,538044.314316013 6534846.28363884,538045.0 6534845.5,538049.3 6534849.4,538058.7 6534839.2,538054.3 6534835.5,538061.3 6534827.6,538053.4 6534820.7,538046.4 6534828.5,538047.673477522 6534829.6283978,538037.8 6534840.2,538040.925000023 6534843.13269233,537999.8 6534804.9,538000.2 6534804.5,537998.4 6534802.8,537997.5 6534802.7)))
bdnb-bg-VMNP-KFLQ-YDX8;MULTIPOLYGON (((547006.2 6504747.0,547003.5 6504730.9,547004.7 6504730.7,547004.8 6504730.4,547016.2 6504728.2,547013.3 6504712.6,546995.2 6504715.5,546996.7 6504725.9,546997.2 6504728.6,546999.6 6504743.9,546998.2 6504744.1,546999.5 6504752.1,547000.8 6504751.9,547005.0 6504777.2,547013.2 6504776.0,547013.1 6504775.2,547021.8 6504774.2,547021.8 6504773.4,547029.5 6504772.4,547030.3 6504772.3,547031.9 6504772.1,547031.3 6504767.5,547028.2 6504744.9,547028.1 6504743.8,547020.7 6504740.9,547013.8 6504745.9,547006.2 6504747.0)))
bdnb-bg-VWD7-H86M-PDRX;MULTIPOLYGON (((567571.8 6523951.6,567559.9 6523967.2,567543.8 6523955.2,567556.1 6523939.2,567571.8 6523951.6)))
bdnb-bg-VXP7-GHDM-UFMR;MULTIPOLYGON (((580733.8 6499429.5,580721.2 6499456.4,580730.2 6499460.7,580727.7 6499466.0,580735.7 6499469.9,580734.4 6499472.5,580739.7 6499474.8,580741.1 6499472.7,580751.7 6499477.7,580767.6 6499445.7,580771.0 6499447.3,580777.9 6499433.1,580764.0 6499426.4,580760.5 6499424.6,580761.0 6499423.7,580750.0 6499418.7,580727.6 6499408.5,580725.3 6499413.4,580747.9 6499424.0,580743.313707475 6499434.06990315,580733.8 6499429.5)))
bdnb-bg-W1JZ-KUBF-2DPH;MULTIPOLYGON (((559990.5 6491176.7,560001.5 6491183.8,560014.4 6491163.7,560022.1 6491152.3,560005.3 6491141.1,560006.1 6491139.9,560004.3 6491138.7,560001.2 6491142.5,559998.6 6491145.6,559994.6 6491150.4,559992.8 6491153.8,559981.4 6491170.4,559990.5 6491176.7)),((560011.3 6491183.1,560006.5 6491179.6,560002.5 6491185.3,560006.9 6491188.7,560011.3 6491183.1)),((560012.2 6491182.0,560016.5 6491176.3,560011.5 6491172.5,560007.4 6491178.4,560012.2 6491182.0)))
bdnb-bg-W2SW-9QS7-8F2D;MULTIPOLYGON (((560569.2 6492010.4,560569.3 6492013.1,560583.8 6492012.8,560584.0 6492018.7,560584.0 6492019.8,560606.6 6492019.2,560606.7 6492022.2,560612.9 6492022.0,560612.8 6492019.0,560617.4 6492018.8,560617.4 6492021.1,560623.5 6492020.9,560623.4 6492018.7,560626.8 6492018.6,560626.8 6492017.5,560626.7 6492005.7,560642.3 6492005.5,560642.1 6491992.5,560645.8 6491992.5,560645.7 6491986.4,560648.6 6491986.4,560648.4 6491973.9,560645.6 6491973.9,560645.5 6491972.1,560605.6 6491972.7,560605.7 6491979.1,560594.9 6491979.3,560594.8 6491972.8,560592.2 6491972.8,560592.3 6491979.4,560583.5 6491979.6,560583.4 6491977.9,560580.5 6491977.9,560580.6 6491979.7,560573.0 6491979.9,560573.1 6491990.3,560568.7 6491990.5,560569.2 6492010.4)))
bdnb-bg-W2ZX-RNRA-E3AV;MULTIPOLYGON (((571656.3 6502264.2,571663.3 6502263.0,571663.4 6502264.1,571676.8 6502261.6,571676.6 6502260.4,571682.6 6502259.2,571680.6 6502249.7,571675.1 6502250.8,571661.8 6502253.6,571654.3 6502255.2,571656.3 6502264.2)),((571668.7 6502231.0,571669.9 6502235.9,571677.4 6502234.1,571676.1 6502229.1,571677.2 6502228.8,571670.1 6502199.4,571660.2 6502201.8,571667.3 6502231.4,571668.7 6502231.0)))
bdnb-bg-WL9F-9L3Y-TETL;MULTIPOLYGON (((552279.4 6535091.9,552277.8 6535089.3,552283.6 6535085.9,552285.5 6535089.0,552289.0 6535086.8,552289.5 6535087.5,552292.6 6535085.5,552285.5 6535073.6,552266.6 6535084.3,552271.5 6535092.4,552273.5 6535091.4,552275.4 6535094.2,552279.4 6535091.9)),((552308.3 6535076.1,552307.7 6535074.1,552319.4 6535070.2,552316.1 6535060.3,552292.1 6535068.4,552291.6 6535068.7,552294.2 6535075.6,552301.7 6535073.2,552303.5 6535077.9,552308.3 6535076.1)),((552292.4 6535038.8,552293.6 6535040.8,552289.2 6535043.7,552295.4 6535053.8,552317.9 6535040.1,552310.5 6535027.6,552292.4 6535038.8)),((552335.5 6535078.2,552329.7 6535081.8,552333.9 6535088.8,552344.8 6535082.6,552337.3 6535069.9,552342.8 6535066.7,552342.755656109 6535066.6239819,552346.9 6535064.6,552344.6 6535060.1,552340.3 6535062.3,552340.875000002 6535063.4,552340.0 6535061.9,552329.8 6535068.4,552335.5 6535078.2)))
bdnb-bg-WYTC-RYLH-NRUF;MULTIPOLYGON (((567317.91799443 6525836.26625419,567321.9 6525836.3,567322.0 6525830.5,567317.978184536 6525830.43183364,567317.978411 6525830.47545393,567317.91799443 6525836.26625419)),((567341.6 6525840.1,567327.4 6525835.8,567321.2 6525856.1,567335.3 6525860.6,567341.6 6525840.1)),((567315.5 6525861.5,567326.7 6525874.7,567332.8 6525869.6,567335.3 6525860.6,567321.8 6525856.3,567315.5 6525861.5)))
bdnb-bg-WYY6-KC5Y-YNYD;MULTIPOLYGON (((578975.6 6564579.7,578976.0 6564584.7,578983.8 6564592.4,579019.1 6564587.8,579022.1 6564583.0,579024.5 6564578.1,579025.9 6564573.2,579020.012138768 6564530.77001588,578970.947747013 6564537.78475462,578960.307117115 6564539.88410391,578965.4 6564580.9,578975.6 6564579.7)),((579062.5 6564522.5,579065.648421399 6564526.07532599,579072.186958529 6564521.50109062,579073.750266556 6564520.27531098,579070.6 6564516.6,579062.5 6564522.5)))
bdnb-bg-WZYB-7UP5-YLAM;MULTIPOLYGON (((595013.5 6508156.6,595020.3 6508156.8,595020.6 6508149.0,595013.8 6508148.7,595013.5 6508156.6)))
bdnb-bg-X17U-N5ZF-ZF37;MULTIPOLYGON (((559246.0 6492399.9,559281.9 6492403.3,559282.0 6492403.3,559281.1 6492398.6,559278.3 6492383.6,559255.7 6492381.2,559250.3 6492391.5,559246.0 6492399.9)))
bdnb-bg-X2VP-1BHM-RG9D;MULTIPOLYGON (((553202.3 6534536.0,553202.4 6534536.7,553201.8 6534536.8,553202.7 6534541.2,553202.1 6534541.3,553202.1 6534541.1,553197.7 6534542.0,553197.7 6534542.2,553197.1 6534542.3,553196.3 6534537.9,553195.3 6534538.1,553195.3 6534538.4,553194.4 6534538.6,553194.3 6534538.3,553185.1 6534540.1,553185.2 6534540.7,553184.4 6534540.9,553184.3 6534540.6,553181.3 6534541.3,553181.4 6534541.6,553180.6 6534541.8,553180.5 6534541.5,553180.2 6534541.5,553180.2 6534541.2,553179.9 6534541.3,553179.7 6534540.5,553179.9 6534540.5,553179.6 6534539.3,553178.0 6534539.7,553176.9 6534535.1,553178.6 6534534.7,553178.3 6534533.4,553178.1 6534533.5,553177.9 6534532.7,553178.2 6534532.6,553178.1 6534532.3,553178.4 6534532.3,553178.3 6534532.0,553179.2 6534531.7,553179.3 6534532.0,553182.5 6534531.3,553182.4 6534531.0,553183.2 6534530.8,553183.3 6534531.1,553187.8 6534530.1,553187.7 6534529.8,553194.0 6534528.3,553193.1 6534524.8,553193.3 6534524.7,553193.3 6534524.6,553193.9 6534524.4,553193.9 6534524.6,553198.1 6534523.6,553198.0 6534523.4,553198.6 6534523.3,553198.8 6534524.1,553203.3 6534523.1,553204.2 6534527.5,553206.1 6534527.9,553206.9 6534528.5,553207.1 6534528.2,553208.1 6534529.0,553207.9 6534529.3,553208.4 6534531.8,553208.7 6534531.9,553208.1 6534533.2,553207.8 6534533.1,553207.5 6534533.6,553205.7 6534535.1,553205.6 6534535.4,553205.7 6534536.0,553204.4 6534536.3,553204.2 6534535.6,553202.3 6534536.0)))
bdnb-bg-X6MJ-VQSB-XADH;MULTIPOLYGON (((566445.8 6526566.6,566451.1 6526569.0,566448.7 6526573.8,566449 6526574,566445.4 6526581.4,566435.5 6526577.3,566439.2 6526568.9,566443.7 6526570.9,566445.8 6526566.6)))
bdnb-bg-XAXX-CRBC-ZG9N;MULTIPOLYGON (((564510.3 6527935.3,564515 6527942,564516.3 6527943.7,564537.3 6527936.5,564534.3 6527927.8,564531.3 6527919.0,564528.9 6527911.8,564519.5 6527915.6,564501.5 6527922.9,564502.7 6527924.5,564505.1 6527928.0,564514.9 6527923.9,564516.6 6527928.5,564517.4 6527930.6,564515.1 6527931.3,564509.0 6527933.4,564510.3 6527935.3)))
bdnb-bg-XBRX-H5D4-VQUY;MULTIPOLYGON (((558580.2 6570033.5,558578.8 6570029.8,558573.2 6570031.7,558573.6 6570032.7,558569.1 6570034.4,558571.4 6570040.9,558575.6 6570039.4,558576.9 6570042.9,558585.3 6570039.9,558582.7 6570032.7,558580.2 6570033.5)),((558589.5 6570023.5,558590.1 6570025.1,558584.3 6570026.9,558587.4 6570035.4,558591.2 6570034.1,558593.3 6570033.5,558593.8 6570035.0,558598.8 6570033.3,558594.5 6570021.9,558589.5 6570023.5)))
bdnb-bg-XDJS-5XX6-AJMP;MULTIPOLYGON (((551556.3 6513416.4,551553.8 6513425.3,551570.5 6513429.3,551577.9 6513431.3,551578.9 6513427.2,551579.8 6513423.8,551580.2 6513422.6,551556.3 6513416.4)))
bdnb-bg-XH1T-EG1E-3L9S;MULTIPOLYGON (((594966.8 6508129.3,594971.4 6508126.0,594991.2 6508112.8,594986.3 6508105.5,594961.6 6508122.1,594966.8 6508129.3)))
bdnb-bg-XSU9-B4RU-WYJQ;MULTIPOLYGON (((570423.9 6519307.6,570419.9 6519307.3,570419.1 6519319.1,570439.1 6519320.4,570439.0 6519321.8,570445.8 6519322.1,570446.5 6519309.0,570451.0 6519309.2,570474.4 6519310.5,570477.7 6519262.9,570454.4 6519261.5,570427.2 6519259.6,570423.9 6519307.6)),((570426.4 6519345.4,570446.2 6519346.8,570447.4 6519332.7,570427.4 6519331.2,570426.4 6519345.4)))
bdnb-bg-YVER-TKKS-S7ZF;MULTIPOLYGON (((592117.2 6514618.7,592121.1 6514627.2,592123.1 6514631.5,592125.8 6514637.2,592126.4 6514638.5,592129.7 6514648.2,592149.4 6514641.9,592150.7 6514646.3,592154.2 6514645.2,592157.4 6514644.2,592158.7 6514643.8,592171.4 6514639.8,592170.1 6514635.3,592174.8 6514633.8,592171.3 6514622.7,592146.2 6514630.7,592130.3 6514635.8,592127.4 6514629.6,592119.4 6514612.4,592115.1 6514614.2,592117.2 6514618.7)),((592139.7 6514658.2,592134.6 6514659.7,592139.0 6514672.5,592143.7 6514670.2,592139.7 6514658.2)),((592150.8 6514567.8,592166.8 6514562.9,592165.4 6514558.2,592174.2 6514555.4,592175.7 6514560.1,592191.7 6514555.1,592204.6 6514565.2,592212.2 6514555.4,592202.1 6514547.7,592194.2 6514541.6,592182.0 6514545.5,592170.6 6514549.2,592170.7 6514549.7,592165.1 6514551.4,592165.0 6514550.9,592153.5 6514554.4,592141.3 6514558.3,592138.2 6514567.9,592134.3 6514580.0,592146.0 6514583.7,592150.8 6514567.8)),((592206.6 6514697.2,592211.6 6514702.6,592216.4 6514707.7,592212.0 6514711.9,592213.8 6514713.8,592218.6 6514719.1,592223.0 6514714.9,592227 6514719,592234.2 6514712.1,592228.0 6514705.5,592232.7 6514701.0,592233.0 6514700.7,592227.4 6514694.8,592224 6514698,592222.4 6514699.4,592219.6 6514696.5,592218.8 6514695.6,592213.9 6514690.3,592210.7 6514693.4,592206.6 6514697.2)),((592220.188240314 6514783.23759285,592221.4 6514782.5,592233.4 6514775.1,592232.023580489 6514773.49417724,592231.090332773 6514774.06522451,592219.083276454 6514781.39542433,592220.558036947 6514782.98002867,592220.188240314 6514783.23759285)),((592255.4 6514572.6,592253.5 6514572.5,592251.8 6514573.2,592250.8 6514574.7,592250.6 6514576.9,592251.6 6514580.3,592234.2 6514586.1,592233.7 6514584.7,592227.5 6514586.6,592232.0 6514601.6,592238.7 6514599.8,592238.3 6514598.6,592254.3 6514593.8,592254.7 6514595.3,592260.8 6514593.3,592260.4 6514592.0,592268.2 6514589.6,592269.7 6514594.1,592276.4 6514591.9,592271.4 6514575.9,592264.6 6514578.0,592265.2 6514579.8,592260.8 6514581.1,592259.1 6514576.2,592259.7 6514576.0,592258.8 6514573.1,592256.9 6514573.5,592255.4 6514572.6)),((592334.1 6514812.9,592342.9 6514814.7,592344.1 6514808.7,592340.2 6514807.9,592340.4 6514807.0,592335.6 6514806.0,592334.1 6514812.9)),((592342.2 6514820.2,592340.9 6514824.2,592343.9048662 6514825.20162207,592343.631890554 6514820.67729685,592342.2 6514820.2)))
bdnb-bg-Z3UA-F4ZE-3U2D;MULTIPOLYGON (((561368.4 6488326.6,561376.1 6488328.7,561381.5 6488310.0,561373.7 6488307.7,561368.4 6488326.6)))
bdnb-bg-Z599-7N97-YT53;MULTIPOLYGON (((566595.7 6544803.4,566591.9 6544812.7,566596.259469132 6544814.17659438,566599.753993335 6544804.6423528,566595.7 6544803.4)))
bdnb-bg-Z913-XWUA-HPSM;MULTIPOLYGON (((566833.4 6532872.4,566846.4 6532863.2,566858.1 6532879.9,566845.3 6532889.0,566833.4 6532872.4)))
bdnb-bg-Z9FW-NEEX-RC8E;MULTIPOLYGON (((568574.5 6527695.8,568570.6 6527698.2,568564.1 6527706.6,568557.4 6527691.4,568553.6 6527689.1,568548.4 6527688.5,568549.6 6527686.0,568541.5 6527679.6,568545.9 6527673.9,568544.4 6527671.0,568544.1 6527669.0,568551.7 6527664.9,568552.3 6527666.8,568558.4 6527678.6,568559.4 6527677.8,568560.9 6527680.8,568564.5 6527687.9,568567.1 6527689.8,568574.5 6527695.8)))
bdnb-bg-ZXH4-DXDC-YWJZ;MULTIPOLYGON (((566211.3 6526713.8,566236.5 6526724.4,566239.5 6526717.3,566214.3 6526706.6,566213.7 6526708.2,566211.8 6526712.6,566211.3 6526713.8)),((566229.0 6526671.6,566233.8 6526673.4,566234.4 6526671.9,566239.0 6526673.7,566238.3 6526675.2,566244.5 6526677.5,566245.2 6526675.7,566250.7 6526677.8,566249.9 6526679.5,566264.9 6526680.5,566264.4 6526696.9,566261.0 6526696.8,566261.0 6526699.6,566261.2 6526699.6,566261.1 6526701.2,566260.4 6526701.2,566260.2 6526712.0,566262.1 6526712.1,566260.8 6526731.5,566260.1 6526731.4,566259.9 6526735.3,566263.0 6526735.5,566267.4 6526735.7,566269.3 6526703.3,566269.7 6526697.0,566269.8 6526696.2,566270.2 6526680.8,566271.3 6526680.7,566272.0 6526661.7,566271.7 6526661.7,566271.8 6526657.6,566260 6526654,566255.4 6526665.7,566237.1 6526658.8,566236.1 6526661.3,566230.6 6526659.3,566227.1 6526669.0,566229.6 6526670.0,566229.0 6526671.6)),((566232.5 6526704.0,566241.0 6526705.2,566244.2 6526680.7,566235.8 6526679.6,566232.5 6526704.0)),((566246.6 6526721.6,566239.6 6526718.6,566236.5 6526726.0,566243.4 6526729.0,566246.6 6526721.6)))
bdnb-bg-14WP-YT6T-B2WD;MULTIPOLYGON (((567882.1 6524848.6,567888.9 6524834.2,567911.4 6524844.4,567912.3 6524842.8,567926 6524849,567918.5 6524865.3,567904.9 6524859.1,567882.1 6524848.6)))
bdnb-bg-19KP-U66Q-HGD4;MULTIPOLYGON (((564376.2 6530282.1,564412.2 6530295.7,564431.1 6530246.7,564395.8 6530232.9,564376.2 6530282.1)))
bdnb-bg-1A5C-AEL6-QJT1;MULTIPOLYGON (((568179.8 6522849.3,568153.0 6522891.5,568169.5 6522902.0,568196.4 6522859.7,568179.8 6522849.3)),((568197.3 6522804.5,568186.3 6522821.7,568211.7 6522838.0,568222.5 6522820.9,568197.3 6522804.5)))
bdnb-bg-1B8X-PG53-8W3K;MULTIPOLYGON (((552264.4 6560679.0,552265.0 6560679.8,552258.9 6560684.2,552258.3 6560683.3,552256.4 6560684.6,552259.3 6560688.8,552269.3 6560681.9,552266.3 6560677.7,552264.4 6560679.0)),((552263.2 6560687.4,552273.5 6560702.3,552279.3 6560710.6,552288.3 6560704.4,552282.5 6560696.0,552283.6 6560695.2,552280.5 6560690.7,552277.1 6560693.1,552269.8 6560682.7,552263.2 6560687.4)))
bdnb-bg-1FG9-79FD-DPW6;MULTIPOLYGON (((534188.2 6515910.2,534148.1 6515938.2,534155.6 6515949.0,534163.1 6515943.7,534165.8 6515947.5,534171.5 6515943.7,534169.1 6515940.1,534195.6 6515921.2,534188.2 6515910.2)))
bdnb-bg-1N7A-LQXZ-DT2H;MULTIPOLYGON (((550258.0 6559754.9,550269.6 6559782.6,550298.6 6559771.2,550299.1 6559771.0,550282.8 6559729.4,550275.9 6559732.0,550274.8 6559729.2,550255.9 6559736.5,550252.1 6559737.9,550255.2 6559747.1,550258.0 6559754.9)),((550300.5 6559775.4,550306.6 6559785.5,550309.4 6559783.8,550303.1 6559773.7,550300.5 6559775.4)),((550306.4 6559730.5,550304.5 6559725.9,550295.2 6559729.6,550300.0 6559741.7,550302.6 6559748.5,550312.2 6559744.8,550311.0 6559741.8,550311.7 6559741.6,550310.2 6559737.7,550314.0 6559736.2,550311.1 6559728.7,550306.4 6559730.5)),((550349.6 6559792.2,550349.8 6559790.7,550347.8 6559790.4,550348.1 6559788.3,550344.5 6559787.8,550343.9 6559791.4,550306.9 6559786.1,550320.2 6559816.5,550311.9 6559878.1,550337.3 6559881.4,550350.1 6559792.3,550349.6 6559792.2)),((550366.1 6559827.7,550371.9 6559787.5,550360.9 6559785.8,550355.1 6559826.1,550366.1 6559827.7)),((550425.0 6559880.6,550426.3 6559871.0,550362.9 6559862.3,550361.6 6559871.9,550425.0 6559880.6)),((550366.3 6559769.6,550381.2 6559771.4,550396.8 6559773.8,550400.8 6559774.1,550403.3 6559755.5,550368.8 6559750.8,550366.3 6559769.6)),((550374.4 6559908.3,550370.0 6559907.7,550369.6 6559911.3,550373.4 6559911.8,550374.0 6559911.6,550374.4 6559908.3)),((550395.8 6559893.5,550395.1 6559892.5,550393.2 6559892.3,550392.3 6559893.0,550382.6 6559891.7,550381.4 6559900.8,550404.2 6559904.0,550405.5 6559894.9,550395.8 6559893.5)),((550424.8 6559777.3,550427.6 6559756.8,550409.1 6559754.3,550406.3 6559774.8,550424.8 6559777.3)),((550426.2 6559875.5,550425.5 6559880.7,550442.6 6559883.1,550443.8 6559874.2,550439.4 6559873.6,550438.8 6559877.4,550426.2 6559875.5)),((550452.7 6559800.2,550453.0 6559797.7,550454.5 6559797.9,550460.4 6559798.7,550458.6 6559812.2,550471.3 6559813.9,550474.7 6559788.0,550481.9 6559788.9,550485.1 6559765.6,550475.4 6559764.3,550471.8 6559790.9,550447.6 6559787.6,550446.2 6559797.2,550450.4 6559797.8,550448.9 6559808.3,550445.0 6559807.8,550435.9 6559872.6,550445.6 6559874.0,550454.7 6559809.2,550453.0 6559808.9,550451.5 6559808.7,550452.7 6559800.2)),((550483.7 6559840.3,550485.2 6559829.3,550478.9 6559828.5,550477.4 6559839.4,550483.7 6559840.3)),((550487.3 6559813.7,550489.0 6559801.3,550482.7 6559800.3,550480.9 6559812.9,550487.3 6559813.7)),((550486.3 6559820.9,550487.2 6559814.7,550484.5 6559814.3,550483.7 6559820.5,550486.3 6559820.9)))
bdnb-bg-1NEJ-JHRQ-Z34D;MULTIPOLYGON (((526746.8 6514046.4,526752.7 6514045.5,526750.7 6514026.3,526745.6 6514026.6,526743.5 6514009.0,526734.3 6514009.8,526717.6 6514011.8,526719.8 6514038.3,526721.1 6514056.7,526722.7 6514078.5,526724.2 6514090.3,526730.0 6514090.2,526728.4 6514106.7,526727.6 6514115.7,526736.1 6514116.0,526735.8 6514118.7,526744.0 6514119.1,526744.2 6514117.9,526747.3 6514118.4,526747.3 6514122.5,526750.9 6514122.8,526751.1 6514123.9,526754.8 6514124.1,526754.9 6514122.9,526757.6 6514122.7,526758.3 6514116.5,526774.044796267 6514117.11229763,526774.049053911 6514117.00306103,526775.171940767 6514084.50932011,526776.002363279 6514064.33831848,526763.4 6514064.0,526763.0 6514073.8,526769 6514074,526767.8 6514099.2,526762.9 6514099.2,526762.6 6514106.9,526748.6 6514106.4,526748.9 6514083.8,526749.0 6514071.8,526747.8 6514058.7,526746.8 6514046.4)))
bdnb-bg-1RXZ-Z843-S6BX;MULTIPOLYGON (((565494.6 6524862.1,565496.0 6524880.4,565571.4 6524874.7,565569.8 6524857.0,565579.6 6524856.2,565577.0 6524818.9,565556.2 6524810.6,565559.4 6524857.4,565494.6 6524862.1)))
bdnb-bg-2FA4-UW6L-MAP7;MULTIPOLYGON (((553421.7 6520422.4,553426.1 6520421.9,553426.2 6520424.7,553431.7 6520423.8,553431.8 6520421.0,553436.5 6520420.4,553436.1 6520414.5,553431.1 6520415.1,553430.9 6520408.7,553425.1 6520409.4,553425.6 6520415.8,553421.5 6520416.3,553421.7 6520422.4)))
bdnb-bg-2PWM-7GKR-RHVH;MULTIPOLYGON (((554284.4 6523872.5,554296.3 6523867.6,554293.2 6523859.9,554281.2 6523864.6,554284.4 6523872.5)))
bdnb-bg-2R69-N4E3-FR8H;MULTIPOLYGON (((537312.5 6534232.0,537308.8 6534233.4,537310.6 6534239.3,537311.7 6534242.8,537334.7 6534234.9,537337.1 6534234.1,537333.1 6534223.2,537328.6 6534221.9,537330.5 6534227.0,537331.1 6534226.7,537333.0 6534231.8,537330.3 6534232.7,537327.9 6534226.0,537321.5 6534228.5,537320.5 6534228.9,537312.5 6534232.0)))
bdnb-bg-2U3F-7G63-G98Z;MULTIPOLYGON (((537008.2 6505386.7,537009.4 6505390.0,537012.3 6505397.2,537014.3 6505396.4,537018.7 6505394.8,537014.5 6505384.1,537008.2 6505386.7)),((537014.2 6505403.1,537012.4 6505404.0,537014.2 6505408.4,537015.7 6505407.9,537017.0 6505411.9,537022.8 6505409.7,537018.3 6505398.5,537013.1 6505400.5,537014.2 6505403.1)))
bdnb-bg-2U9S-DD7V-QLSH;MULTIPOLYGON (((569100.8 6491894.3,569086.7 6491887.7,569080.1 6491901.9,569062.2 6491893.6,569069.7 6491877.3,569061.0 6491873.2,569065.3 6491864.1,569059.8 6491861.5,569059.0 6491863.2,569055.3 6491861.5,569056.1 6491859.8,569051.7 6491857.7,569055.7 6491849.2,569057.1 6491849.1,569061.8 6491839.0,569041.7 6491829.6,569024.2 6491867.6,569028.4 6491869.6,569027.4 6491871.8,569032.5 6491874.2,569030.4 6491878.6,569015.7 6491871.8,569009.0 6491886.5,569087.5 6491923.1,569100.8 6491894.3)))
